mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.73,"8 km ESE of Pāhala, Hawaii",1618526874910,1618539135240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427422&format=geojson,,,,,reviewed,0,46,hv,72427422,",hv72427422,",",hv,",",origin,phase-data,",12.0,,0.1,242.0,md,earthquake,"M 1.7 - 8 km ESE of Pāhala, Hawaii"
1.6,"60 km SSW of Whites City, New Mexico",1618526803679,1618606681700,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjtk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjtk&format=geojson,,,,,reviewed,0,39,tx,2021hjtk,",tx2021hjtk,",",tx,",",origin,phase-data,",11.0,0.04476977532,0.3,79.0,ml,earthquake,"M 1.6 - 60 km SSW of Whites City, New Mexico"
0.64,"10km WNW of The Geysers, CA",1618526671280,1618532647499,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549935&format=geojson,,,,,automatic,0,6,nc,73549935,",nc73549935,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.0138,0.02,90.0,md,earthquake,"M 0.6 - 10km WNW of The Geysers, CA"
4.2,"250 km WSW of Tual, Indonesia",1618526608108,1619835401040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e3gu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e3gu&format=geojson,,,,,reviewed,0,271,us,6000e3gu,",us6000e3gu,",",us,",",origin,phase-data,",,1.901,0.94,130.0,mb,earthquake,"M 4.2 - 250 km WSW of Tual, Indonesia"
1.7,"76 km SSE of Kokhanok, Alaska",1618526546740,1618527007980,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214u0s1b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214u0s1b2&format=geojson,,,,,automatic,0,44,ak,0214u0s1b2,",ak0214u0s1b2,",",ak,",",origin,",,,0.35,,ml,earthquake,"M 1.7 - 76 km SSE of Kokhanok, Alaska"
1.73,"5 km ESE of Pāhala, Hawaii",1618526375670,1618543243280,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427417&format=geojson,,,,,reviewed,0,46,hv,72427417,",hv72427417,",",hv,",",origin,phase-data,",11.0,,0.09,249.0,md,earthquake,"M 1.7 - 5 km ESE of Pāhala, Hawaii"
4.6,"140 km NE of Sarāhan, India",1618525584010,1619846318171,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1yd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1yd&format=geojson,1.0,4.1,,,reviewed,0,326,us,6000e1yd,",us6000e1yd,",",us,",",dyfi,origin,phase-data,",,4.748,0.79,51.0,mb,earthquake,"M 4.6 - 140 km NE of Sarāhan, India"
1.52,"9 km NNE of Quinlan, Oklahoma",1618525577879,1618588551569,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjst,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjst&format=geojson,,,,,reviewed,0,36,ok,2021hjst,",ok2021hjst,",",ok,",",origin,phase-data,",27.0,0.04589099462,0.08,140.0,ml,earthquake,"M 1.5 - 9 km NNE of Quinlan, Oklahoma"
3.1,"9 km S of Coyanosa, Texas",1618525549667,1620352790868,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjss&format=geojson,1.0,1.0,,,reviewed,0,148,tx,2021hjss,",tx2021hjss,us6000e1yb,",",tx,us,",",dyfi,origin,phase-data,",33.0,0.0471371416,0.3,49.0,ml,earthquake,"M 3.1 - 9 km S of Coyanosa, Texas"
3.3,"66 km S of Sand Point, Alaska",1618525480854,1620666294848,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1yc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1yc&format=geojson,,,,,reviewed,0,168,us,6000e1yc,",ak0214u0o7d6,us6000e1yc,",",ak,us,",",origin,phase-data,",,0.593,0.64,173.0,ml,earthquake,"M 3.3 - 66 km S of Sand Point, Alaska"
0.94,"17km N of Indio, CA",1618524807320,1618526564260,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851520&format=geojson,,,,,reviewed,0,14,ci,39851520,",ci39851520,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.06218,0.13,71.0,ml,earthquake,"M 0.9 - 17km N of Indio, CA"
0.89,"12km SE of Home Gardens, CA",1618524797110,1618526782658,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37321244,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37321244&format=geojson,,,,,reviewed,0,12,ci,37321244,",ci37321244,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.02189,0.18,89.0,ml,quarry blast,"M 0.9 Quarry Blast - 12km SE of Home Gardens, CA"
0.4,"14 km WNW of Virginia City, Nevada",1618524697518,1618528525258,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805126&format=geojson,,,,,reviewed,0,2,nn,00805126,",nn00805126,",",nn,",",origin,phase-data,",7.0,0.027,0.133,91.05,ml,earthquake,"M 0.4 - 14 km WNW of Virginia City, Nevada"
1.94,"23 km NW of Stanley, Idaho",1618524000680,1618530856200,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80496984,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80496984&format=geojson,,,,,reviewed,0,58,mb,80496984,",mb80496984,",",mb,",",origin,phase-data,",9.0,0.2,0.27,88.0,ml,earthquake,"M 1.9 - 23 km NW of Stanley, Idaho"
1.05,"10km WNW of The Geysers, CA",1618523703560,1618900507211,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549925&format=geojson,,,,,reviewed,0,17,nc,73549925,",nc73549925,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.002167,0.03,63.0,md,earthquake,"M 1.1 - 10km WNW of The Geysers, CA"
0.21,"2km SW of Cobb, CA",1618523654200,1618525804782,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549920&format=geojson,,,,,automatic,0,1,nc,73549920,",nc73549920,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01521,0.02,115.0,md,earthquake,"M 0.2 - 2km SW of Cobb, CA"
1.88,"3km SW of Cobb, CA",1618523458080,1618899844156,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549915,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549915&format=geojson,,,,,reviewed,0,54,nc,73549915,",nc73549915,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",44.0,0.01417,0.05,49.0,md,earthquake,"M 1.9 - 3km SW of Cobb, CA"
0.44,"6km NW of The Geysers, CA",1618522590170,1618632665482,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549905,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549905&format=geojson,,,,,reviewed,0,3,nc,73549905,",nc73549905,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.007776,0.02,46.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
1.18,"5km NE of Cabazon, CA",1618522541830,1618524816896,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851432&format=geojson,,,,,reviewed,0,21,ci,39851432,",ci39851432,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.1005,0.13,50.0,ml,earthquake,"M 1.2 - 5km NE of Cabazon, CA"
1.6,western Texas,1618522449608,1618609473939,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjra,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjra&format=geojson,,,,,reviewed,0,39,tx,2021hjra,",tx2021hjra,",",tx,",",origin,phase-data,",12.0,0.03865455219,0.2,55.0,ml,earthquake,M 1.6 - western Texas
2.77,"5 km E of La Parguera, Puerto Rico",1618522243050,1618523959284,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021105003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021105003&format=geojson,,,,,reviewed,0,118,pr,2021105003,",pr2021105003,",",pr,",",origin,phase-data,",18.0,0.054,0.15,169.0,md,earthquake,"M 2.8 - 5 km E of La Parguera, Puerto Rico"
1.17,"9 km NE of Quinlan, Oklahoma",1618522064539,1618587814839,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqu&format=geojson,,,,,reviewed,0,21,ok,2021hjqu,",ok2021hjqu,",",ok,",",origin,phase-data,",23.0,0.04859046489,0.12,136.0,ml,earthquake,"M 1.2 - 9 km NE of Quinlan, Oklahoma"
1.34,"9 km NNE of Quinlan, Oklahoma",1618521997189,1618583008903,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqw&format=geojson,,,,,reviewed,0,28,ok,2021hjqw,",ok2021hjqw,",",ok,",",origin,phase-data,",23.0,0.04859046489,0.06,140.0,ml,earthquake,"M 1.3 - 9 km NNE of Quinlan, Oklahoma"
1.35,"9 km NNE of Quinlan, Oklahoma",1618521980250,1618581762493,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqt&format=geojson,,,,,reviewed,0,28,ok,2021hjqt,",ok2021hjqt,",",ok,",",origin,phase-data,",21.0,0.04859046489,0.5602183397,138.0,ml,earthquake,"M 1.4 - 9 km NNE of Quinlan, Oklahoma"
1.25,"9 km NNE of Quinlan, Oklahoma",1618521960980,1618582313678,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqv&format=geojson,,,,,reviewed,0,24,ok,2021hjqv,",ok2021hjqv,",",ok,",",origin,phase-data,",24.0,0.04679081805,0.07,140.0,ml,earthquake,"M 1.3 - 9 km NNE of Quinlan, Oklahoma"
2.08,"16 km S of Sparwood, Canada",1618521768590,1618531132280,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80496929,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80496929&format=geojson,,,,,reviewed,0,67,mb,80496929,",mb80496929,",",mb,",",origin,phase-data,",7.0,1.737,0.71,269.0,ml,quarry blast,"M 2.1 Quarry Blast - 16 km S of Sparwood, Canada"
0.99,"13 km NNE of Atka, Alaska",1618521627990,1618526463520,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024133&format=geojson,,,,,reviewed,0,15,av,91024133,",av91024133,",",av,",",origin,phase-data,",7.0,,0.25,127.0,ml,earthquake,"M 1.0 - 13 km NNE of Atka, Alaska"
1.85,"4 km SSW of Hulbert, Oklahoma",1618521468920,1618587467615,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqm&format=geojson,,,,,reviewed,0,53,ok,2021hjqm,",ok2021hjqm,",",ok,",",origin,phase-data,",41.0,0.509300058,0.39,126.0,ml,quarry blast,"M 1.9 Quarry Blast - 4 km SSW of Hulbert, Oklahoma"
1.91,"45km NE of Holtville, CA",1618521361270,1618524999935,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851408&format=geojson,,,,,reviewed,0,56,ci,39851408,",ci39851408,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.09466,0.29,96.0,ml,quarry blast,"M 1.9 Quarry Blast - 45km NE of Holtville, CA"
1.28,"16 km S of Princeton, Canada",1618521024940,1618608433070,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61715937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61715937&format=geojson,,,,,reviewed,0,25,uw,61715937,",uw61715937,",",uw,",",origin,phase-data,",5.0,0.5519,0.46,228.0,ml,explosion,"M 1.3 Explosion - 16 km S of Princeton, Canada"
1.23,"10 km NE of Quinlan, Oklahoma",1618520995009,1618586458398,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjqf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjqf&format=geojson,,,,,reviewed,0,23,ok,2021hjqf,",ok2021hjqf,",",ok,",",origin,phase-data,",25.0,0.04859046489,0.11,132.0,ml,earthquake,"M 1.2 - 10 km NE of Quinlan, Oklahoma"
1.65,"8km ESE of Ridgecrest, CA",1618520765380,1618522764910,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851384&format=geojson,,,,,reviewed,0,42,ci,39851384,",ci39851384,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.06522,0.16,70.0,ml,earthquake,"M 1.7 - 8km ESE of Ridgecrest, CA"
-0.1,"5km WNW of The Geysers, CA",1618520427610,1618631282891,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549900,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549900&format=geojson,,,,,reviewed,0,0,nc,73549900,",nc73549900,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01282,0.02,69.0,md,earthquake,"M -0.1 - 5km WNW of The Geysers, CA"
0.56,"9km SSW of Idyllwild, CA",1618520361880,1618521237392,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851368&format=geojson,,,,,reviewed,0,5,ci,39851368,",ci39851368,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.06165,0.12,72.0,ml,earthquake,"M 0.6 - 9km SSW of Idyllwild, CA"
4.4,"26 km SW of Date, Japan",1618519675006,1620334727040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1xl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1xl&format=geojson,,,,,reviewed,0,298,us,6000e1xl,",us6000e1xl,",",us,",",origin,phase-data,",,1.568,0.78,69.0,mb,earthquake,"M 4.4 - 26 km SW of Date, Japan"
-0.59,"85 km NNW of Karluk, Alaska",1618519645650,1618540429360,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024223&format=geojson,,,,,reviewed,0,0,av,91024223,",av91024223,",",av,",",origin,phase-data,",4.0,,0.07,122.0,ml,earthquake,"M -0.6 - 85 km NNW of Karluk, Alaska"
0.03,"47 km NE of King Cove, Alaska",1618519607490,1618537465230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024203,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024203&format=geojson,,,,,reviewed,0,0,av,91024203,",av91024203,",",av,",",origin,phase-data,",5.0,,0.3,147.0,ml,earthquake,"M 0.0 - 47 km NE of King Cove, Alaska"
1.1,"81 km W of Tyonek, Alaska",1618519262312,1618519517713,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214tzkwfa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214tzkwfa&format=geojson,,,,,automatic,0,19,ak,0214tzkwfa,",ak0214tzkwfa,",",ak,",",origin,",,,0.66,,ml,earthquake,"M 1.1 - 81 km W of Tyonek, Alaska"
1.0,"13 km WNW of Virginia City, Nevada",1618518940015,1618525933647,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805105,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805105&format=geojson,,,,,reviewed,0,15,nn,00805105,",nn00805105,",",nn,",",origin,phase-data,",16.0,0.029,0.1784,77.4,ml,earthquake,"M 1.0 - 13 km WNW of Virginia City, Nevada"
-0.91,"78 km NW of Ninilchik, Alaska",1618518691560,1618541108510,,https://earthquake.usgs.gov/earthquakes/eventpage/av91222516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91222516&format=geojson,,,,,reviewed,0,0,av,91222516,",av91222516,",",av,",",origin,phase-data,",4.0,,0.09,180.0,ml,earthquake,"M -0.9 - 78 km NW of Ninilchik, Alaska"
0.47,"16km N of Indio, CA",1618518529340,1618519465926,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851344,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851344&format=geojson,,,,,reviewed,0,3,ci,39851344,",ci39851344,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.06462,0.08,139.0,ml,earthquake,"M 0.5 - 16km N of Indio, CA"
0.46,"6km NW of The Geysers, CA",1618518315560,1618519027112,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549895&format=geojson,,,,,automatic,0,3,nc,73549895,",nc73549895,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006946,0.01,138.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA"
4.1,"125 km ESE of Kuril’sk, Russia",1618518205160,1620912338040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1xi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1xi&format=geojson,,,,,reviewed,0,259,us,6000e1xi,",us6000e1xi,",",us,",",origin,phase-data,",,4.86,0.59,156.0,mb,earthquake,"M 4.1 - 125 km ESE of Kuril’sk, Russia"
0.41,"10km NW of The Geysers, CA",1618517964600,1618896725850,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549885,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549885&format=geojson,,,,,reviewed,0,3,nc,73549885,",nc73549885,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.003685,0.03,86.0,md,earthquake,"M 0.4 - 10km NW of The Geysers, CA"
0.36,"8km NW of The Geysers, CA",1618517890450,1618518427053,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549880&format=geojson,,,,,automatic,0,2,nc,73549880,",nc73549880,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.009152,0.02,56.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.53,"17 km SSE of Waynoka, Oklahoma",1618517668859,1618598364767,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjoj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjoj&format=geojson,,,,,reviewed,0,4,ok,2021hjoj,",ok2021hjoj,",",ok,",",origin,phase-data,",18.0,0.0224955856,0.06,124.0,ml,earthquake,"M 0.5 - 17 km SSE of Waynoka, Oklahoma"
0.9,"8km W of Cobb, CA",1618517562340,1618523047482,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549875,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549875&format=geojson,,,,,automatic,0,12,nc,73549875,",nc73549875,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01156,0.02,45.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
4.3,"Pagan region, Northern Mariana Islands",1618517491001,1620333246040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e3gq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e3gq&format=geojson,,,,,reviewed,0,284,us,6000e3gq,",us6000e3gq,",",us,",",origin,phase-data,",,4.863,0.43,77.0,mb,earthquake,"M 4.3 - Pagan region, Northern Mariana Islands"
0.76,"9 km NNE of Quinlan, Oklahoma",1618517161179,1618585991427,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjoc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjoc&format=geojson,,,,,reviewed,0,9,ok,2021hjoc,",ok2021hjoc,",",ok,",",origin,phase-data,",20.0,0.04769064147,0.09,140.0,ml,earthquake,"M 0.8 - 9 km NNE of Quinlan, Oklahoma"
3.0,"31 km SW of Cantwell, Alaska",1618517060949,1620394024040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214tzd0e4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214tzd0e4&format=geojson,,,,,automatic,0,138,ak,0214tzd0e4,",us6000e1xb,ak0214tzd0e4,",",us,ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 3.0 - 31 km SW of Cantwell, Alaska"
4.4,Kermadec Islands region,1618516922797,1620333622040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e3gr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e3gr&format=geojson,,,,,reviewed,0,298,us,6000e3gr,",us6000e3gr,",",us,",",origin,phase-data,",,0.87,0.62,188.0,mb,earthquake,M 4.4 - Kermadec Islands region
1.85,"11 km E of Pāhala, Hawaii",1618516357240,1618536458810,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427302,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427302&format=geojson,,,,,reviewed,0,53,hv,72427302,",hv72427302,",",hv,",",origin,phase-data,",43.0,,0.12,160.0,md,earthquake,"M 1.9 - 11 km E of Pāhala, Hawaii"
0.35,"6km NW of The Geysers, CA",1618516122520,1618517708969,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549860,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549860&format=geojson,,,,,automatic,0,2,nc,73549860,",nc73549860,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.007067,0.05,88.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
1.5,"32 km NE of Benton, California",1618515818855,1618518496722,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805100,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805100&format=geojson,,,,,reviewed,0,35,nn,00805100,",nn00805100,",",nn,",",origin,phase-data,",10.0,0.196,0.1749,90.58,ml,earthquake,"M 1.5 - 32 km NE of Benton, California"
0.16,"9 km SSW of Unalaska, Alaska",1618515660540,1618537036940,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024198,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024198&format=geojson,,,,,reviewed,0,0,av,91024198,",av91024198,",",av,",",origin,phase-data,",6.0,,0.07,231.0,ml,earthquake,"M 0.2 - 9 km SSW of Unalaska, Alaska"
0.84,"6km NW of The Geysers, CA",1618515247690,1618517107788,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549855&format=geojson,,,,,automatic,0,11,nc,73549855,",nc73549855,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007899,0.02,139.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
1.89999998,"3 km E of Pāhala, Hawaii",1618515156210,1618515341190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427272&format=geojson,,,,,automatic,0,56,hv,72427272,",hv72427272,",",hv,",",origin,phase-data,",38.0,,0.150000006,148.0,md,earthquake,"M 1.9 - 3 km E of Pāhala, Hawaii"
0.89,"6km NW of The Geysers, CA",1618514454950,1618516445735,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549850,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549850&format=geojson,,,,,automatic,0,12,nc,73549850,",nc73549850,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.008293,0.02,34.0,md,earthquake,"M 0.9 - 6km NW of The Geysers, CA"
4.3,"75 km SSW of Santiago Tepextla, Mexico",1618514396285,1620912189040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1x5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1x5&format=geojson,,,,,reviewed,0,284,us,6000e1x5,",us6000e1x5,",",us,",",origin,phase-data,",,0.848,1.23,218.0,mb,earthquake,"M 4.3 - 75 km SSW of Santiago Tepextla, Mexico"
4.9,"106 km SW of Santiago de Cao, Peru",1618514191947,1620393177040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1x2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1x2&format=geojson,,,,,reviewed,0,369,us,6000e1x2,",us6000e1x2,",",us,",",origin,phase-data,",,2.129,0.87,111.0,mb,earthquake,"M 4.9 - 106 km SW of Santiago de Cao, Peru"
1.19,"7km NW of The Geysers, CA",1618514146030,1618521488338,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549845,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549845&format=geojson,,,,,automatic,0,22,nc,73549845,",nc73549845,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",26.0,0.004985,0.02,39.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
0.35,"6km NW of The Geysers, CA",1618513910740,1618515124596,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549840,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549840&format=geojson,,,,,automatic,0,2,nc,73549840,",nc73549840,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.007463,0.05,74.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
0.0,"1 km S of Carnelian Bay, California",1618513680567,1618517929274,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805103&format=geojson,,,,,reviewed,0,0,nn,00805103,",nn00805103,",",nn,",",origin,phase-data,",3.0,0.037,0.0639,243.89,ml,earthquake,"M 0.0 - 1 km S of Carnelian Bay, California"
1.19,"24 km W of Volcano, Hawaii",1618513324130,1618541215060,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427237&format=geojson,,,,,reviewed,0,22,hv,72427237,",hv72427237,",",hv,",",origin,phase-data,",34.0,,0.12,54.0,md,earthquake,"M 1.2 - 24 km W of Volcano, Hawaii"
1.98,"20 km WNW of Stanley, Idaho",1618512645530,1618514767930,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80496804,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80496804&format=geojson,,,,,reviewed,0,60,mb,80496804,",mb80496804,",",mb,",",origin,phase-data,",9.0,0.162,0.26,67.0,ml,earthquake,"M 2.0 - 20 km WNW of Stanley, Idaho"
1.15,"7 km SE of Minco, Oklahoma",1618512189580,1618584665811,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjlj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjlj&format=geojson,,,,,reviewed,0,20,ok,2021hjlj,",ok2021hjlj,",",ok,",",origin,phase-data,",19.0,0.1007802235,0.16,104.0,ml,earthquake,"M 1.2 - 7 km SE of Minco, Oklahoma"
